,targetAnim,left_anim,right_anim,right_landolt,left_landolt,condition,corrAns,audioPos,repetition,trial_in_rep,trial,trial_idx,key_pressed,reaction_time,date,frameRate,expName,participant,corrCheck,sound_type,sound_loc
40,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,2.0,77.0,238.0,40.0,h,0.584225292841,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
41,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,3.0,0.0,241.0,36.0,b,0.6505427268280001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
42,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,3.0,9.0,250.0,28.0,h,0.717197761347,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
43,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,3.0,16.0,257.0,76.0,h,0.634175880725,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
44,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,3.0,18.0,259.0,60.0,h,0.667374002776,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
45,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,3.0,26.0,267.0,48.0,b,0.70023379114,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
46,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,3.0,35.0,276.0,72.0,h,0.784350949179,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
47,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,3.0,40.0,281.0,68.0,b,0.750808628509,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
48,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,3.0,45.0,286.0,32.0,b,0.800856354443,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
49,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,3.0,47.0,288.0,44.0,h,0.5840258849059999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
50,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,3.0,54.0,295.0,52.0,b,0.951016027408,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
51,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,3.0,55.0,296.0,20.0,b,0.55076398165,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
52,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,3.0,61.0,302.0,64.0,b,0.6210277866189999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
53,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,3.0,70.0,311.0,40.0,h,0.667508163257,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
54,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,3.0,72.0,313.0,16.0,b,0.650457685188,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
55,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,3.0,73.0,314.0,24.0,h,0.5672836827000001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
56,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,3.0,78.0,319.0,56.0,h,0.417364472261,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
57,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,4.0,5.0,326.0,48.0,b,0.650786854909,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
58,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,4.0,6.0,327.0,68.0,b,0.617031563641,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
59,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,4.0,7.0,328.0,32.0,b,0.650396836456,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
60,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,4.0,10.0,331.0,64.0,b,0.6004183901100001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
61,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,4.0,13.0,334.0,24.0,h,0.750704892387,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
62,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,4.0,20.0,341.0,16.0,b,0.6342319642140001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
63,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,4.0,25.0,346.0,40.0,b,0.500625349145,2020_Feb_26_0910,59.9527072484,duckFrog,2,False,Animal,Duck1
64,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,4.0,26.0,347.0,28.0,h,0.500575497164,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
65,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,4.0,27.0,348.0,44.0,h,0.567332801569,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
66,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,4.0,40.0,361.0,76.0,h,0.483705732535,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
67,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,4.0,52.0,373.0,52.0,b,0.600199921129,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
68,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,4.0,59.0,380.0,36.0,b,0.583985196892,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
69,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,4.0,64.0,385.0,56.0,h,0.567104435511,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
70,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,4.0,65.0,386.0,60.0,h,0.40012301709799997,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
71,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,4.0,68.0,389.0,72.0,h,0.434027497773,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
72,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,4.0,75.0,396.0,20.0,b,0.500343465508,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
73,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,5.0,0.0,401.0,68.0,b,0.567275618421,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
74,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,5.0,13.0,414.0,60.0,h,0.433663138421,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
75,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,5.0,14.0,415.0,52.0,b,0.600662884768,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
76,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,5.0,17.0,418.0,16.0,b,0.5507016666669999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
77,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,5.0,19.0,420.0,48.0,b,0.567079142958,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
78,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,5.0,23.0,424.0,36.0,b,0.633999565995,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
79,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,5.0,27.0,428.0,20.0,b,0.450568092681,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
80,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,5.0,29.0,430.0,32.0,b,0.433867311614,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
81,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,5.0,32.0,433.0,28.0,h,0.43357333153800004,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
82,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,5.0,39.0,440.0,24.0,h,0.583984097218,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
83,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,5.0,41.0,442.0,72.0,h,0.333954405956,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
84,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,5.0,55.0,456.0,64.0,b,0.516843738951,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
85,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,5.0,56.0,457.0,56.0,h,0.517264914903,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
86,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,5.0,63.0,464.0,40.0,h,0.634048318301,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
87,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,5.0,64.0,465.0,44.0,h,0.8672932865449999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
88,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,5.0,71.0,472.0,76.0,h,0.5075544083079999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
89,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,6.0,0.0,481.0,64.0,b,0.3839658426,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
90,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,6.0,1.0,482.0,20.0,b,0.984259969307,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
91,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,6.0,2.0,483.0,24.0,h,0.383551631254,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
92,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,6.0,7.0,488.0,28.0,h,0.333799351618,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
93,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,6.0,12.0,493.0,40.0,h,0.7676285411429999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
94,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,6.0,13.0,494.0,76.0,h,0.450477186125,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
95,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,6.0,14.0,495.0,56.0,h,0.35024684063699996,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
96,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,6.0,25.0,506.0,60.0,h,0.500050218543,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
97,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,6.0,31.0,512.0,68.0,b,0.567478691941,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
98,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCL.png,Hcong,h,ribbitR.wav,6.0,32.0,513.0,44.0,h,0.333845171466,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
99,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,6.0,39.0,520.0,48.0,b,0.6006621516430001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
100,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,6.0,64.0,545.0,36.0,h,0.416861553706,2020_Feb_26_0910,59.9527072484,duckFrog,2,False,Animal,Duck1
101,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,6.0,65.0,546.0,16.0,b,0.36669213027900005,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
102,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCL.png,Hcong,b,ribbitR.wav,6.0,66.0,547.0,52.0,b,0.35022008184799996,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
103,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCBottom.png,Hcong,b,ribbitL.wav,6.0,67.0,548.0,32.0,b,0.40025937693999997,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
104,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCTop.png,Hcong,h,ribbitL.wav,6.0,78.0,559.0,72.0,h,0.550559075331,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,Animal,Duck1
105,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCR.png,HcongWN,h,wnR.wav,0.0,3.0,4.0,29.0,h,0.683809028778,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
106,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCR.png,HcongWN,h,wnR.wav,0.0,4.0,5.0,45.0,h,0.8341992671780001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
107,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCR.png,HcongWN,h,wnR.wav,0.0,8.0,9.0,77.0,h,0.6173621995840001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
108,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCR.png,HcongWN,b,wnR.wav,0.0,9.0,10.0,37.0,b,1.13456553263,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
109,frog,duckFront.png,frogFront.png,landoltCTop.png,landoltCR.png,HcongWN,h,wnR.wav,0.0,10.0,11.0,61.0,h,0.40083707345200004,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
110,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCBottom.png,HcongWN,b,wnL.wav,0.0,19.0,20.0,49.0,b,0.9507935262809999,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
111,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCR.png,HcongWN,b,wnR.wav,0.0,22.0,23.0,21.0,b,0.667435951196,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
112,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCR.png,HcongWN,b,wnR.wav,0.0,31.0,32.0,69.0,b,0.8841384917470001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
113,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCTop.png,HcongWN,h,wnL.wav,0.0,38.0,39.0,73.0,h,0.88433496721,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
114,frog,duckFront.png,frogFront.png,landoltCBottom.png,landoltCR.png,HcongWN,b,wnR.wav,0.0,44.0,45.0,53.0,b,0.7342170819320001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
115,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCTop.png,HcongWN,h,wnL.wav,0.0,52.0,53.0,57.0,h,0.884325070117,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
116,frog,frogFront.png,duckFront.png,landoltCL.png,landoltCTop.png,HcongWN,h,wnL.wav,0.0,62.0,63.0,25.0,h,0.667199520831,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
117,frog,frogFront.png,duckFront.png,landoltCR.png,landoltCBottom.png,HcongWN,b,wnL.wav,1.0,2.0,83.0,33.0,b,0.8456311334450001,2020_Feb_26_0910,59.9527072484,duckFrog,2,True,White Noise,Duck1
